"_id","title","main_title","year","format","barcode","category","cast","image_url","cover_source","notes"
"5edfc8397f2faa1018068901","Happy Feet 2 (uk Import) Dvd ","Happy Feet 2","","","5051892074339","Uncategorized","[]","https://stiletto.ddns.net/MagnoliumApiCore/api/discs/covers/5051892074339.png?v=1789497147","manual",""
"5edfc83d7f2faa1018068902","Olaf's Frozen Adventure","Olaf's Frozen Adventure","","","8717418520991","Uncategorized","[]","https://stiletto.ddns.net/MagnoliumApiCore/api/discs/covers/8717418520991.png?v=1789497209","manual",""
"5edfc8417f2faa1018068903","Time Bandits","Time Bandits","","","5027035010076","Uncategorized","[]","https://stiletto.ddns.net/MagnoliumApiCore/api/discs/covers/5027035010076.png?v=1789497628","manual",""
"5edfc8537f2faa1018068904","World's End","World's End","","","5050582960938","Uncategorized","[]","https://stiletto.ddns.net/MagnoliumApiCore/api/discs/covers/5050582960938.png?v=1789497653","manual",""
"5edfc8597f2faa1018068905","Billy Connolly High - 8309212 - Dvd ","Billy Connolly High - 8309212","","","EAN 5053083092122","","","https://i.ebayimg.com/images/i/373075357830-0-1/s-l1600.jpg","",""
"5edfc85f7f2faa1018068906","Don't Be A Menace To - Mirlgd94463 - Dvd ","Don't Be A Menace To - Mirlgd94463","","","EAN 5060223761800","","","https://i.ebayimg.com/images/i/383576989578-0-1/s-l1600.jpg","",""
"5edfc8637f2faa1018068907","Absolutely Fabulous - Blu-ray - ","Absolutely Fabulous","","BLURAY","EAN 5039036077866","","","https://i.ebayimg.com/images/i/383571028784-0-1/s-l1600.jpg","",""
"5edfc8697f2faa1018068908","Robert Hays-airplane (uk Import) Dvd [region 2] ","Robert Hays-airplane","","","EAN 5014437804631","","","https://i.ebayimg.com/images/i/362965888459-0-1/s-l1600.jpg","",""
"5edfc8747f2faa1018068909","Ted - Blu-ray - ","Ted","","BLURAY","EAN 5050582911091","","","https://i.ebayimg.com/images/i/373070998584-0-1/s-l1600.jpg","",""
"5edfc87b7f2faa101806890a","Minions - Blu-ray - ","Minions","","BLURAY","EAN 5053083046941","","","https://i.ebayimg.com/images/i/324184948372-0-1/s-l1600.jpg","",""
"5edfc8817f2faa101806890b","Family Guy Somethin - Dvd - ","Family Guy Somethin","","","EAN 5039036042178","","","https://i.ebayimg.com/images/i/373070958172-0-1/s-l1600.jpg","",""
"5edfc8d27f2faa101806890c","Dance Flick [dvd] By Shoshana Bush,essence Atkins,rick Alvarez,keenen Ivory W. ","Dance Flick By Shoshana Bush,essence Atkins,rick Alvarez,keenen Ivory W.","","","EAN 5014437107732","","","https://i.ebayimg.com/images/i/383004061717-0-1/s-l1600.jpg","",""
"5edfc90d7f2faa101806890d","Alfred Hitchcock - The Masterpiece Collection - 14-Disc Box Set ( The Birds / Fa ","Alfred Hitchcock - The Masterpiece Collection - 14-Disc Box Set","","","EAN 5050582912807","","","https://i5.walmartimages.com/asr/204caf13-64ff-4c07-aee4-00f7f0767f19_1.e08bd07bc1145cdc647032085271498d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff","",""
